time_of_day,track_name,artist_name,bpm
Night,Fallen Leaves,Billy Talent,Medium
Night,Red Flag,Billy Talent,Medium
Night,Smells Like Teen Spirit,Nirvana,Medium
Night,In the End,Linkin Park,High
Night,American Idiot,Green Day,High
Afternoon,Love Someone,Lukas Graham,Medium
Afternoon,On Top Of The World,Imagine Dragons,Medium
Afternoon,Boyfriend,Justin Bieber,Medium
Afternoon,It Girl,Jason Derulo,Medium
Afternoon,My Universe,Coldplay,Low
Afternoon,Head Down,Lost Frequencies,Medium
Afternoon,Gimme Love,Sia,Medium
Afternoon,Dreaming,Marshmello,Medium
Afternoon,Melody,Sigala,Medium
Afternoon,Lose Control,Teddy Swims,Medium
Afternoon,Back To You,Lost Frequencies,Medium
Afternoon,Sunroof,Nicky Youre,Medium
Afternoon,MMMBop,Hanson,Medium
Evening,Rag Doll,Aerosmith,Medium
Evening,The Kill,Thirty Seconds To Mars,High
Evening,Paralyzed,Sueco,Medium
Evening,I'll Be Loving You (Forever),New Kids On The Block,Medium
Evening,Love Someone,Lukas Graham,Medium
Evening,Ghost Stories,D-Block & S-te-Fan,High
Evening,World Renowned,D-Block & S-te-Fan,High
Morning,Stockholm,Orup,Medium
Morning,Here Without You,3 Doors Down,Medium
Morning,Over You,Daughtry,Medium
Morning,Let Her Go,Passenger,Medium
Morning,Pompeii,Bastille,Low
Evening,The King,Timmy Trumpet,High
Morning,I'm Alive,Céline Dion,Low
Morning,Have You Ever Been In Love,Céline Dion,Low
Afternoon,Dead!,My Chemical Romance,Medium
Afternoon,I'd Do Anything,Simple Plan,Medium
Afternoon,50/50,JulleMeck,Low
Afternoon,We Are The World,U.S.A. For Africa,High
Afternoon,Only You,Zara Larsson,Low
Afternoon,Den som e den,Molly Sandén,Medium
Evening,Human,The Killers,High
Evening,All My Life,K-Ci & JoJo,Low
Evening,Fallen Angel,TIX,Medium
Morning,Know Your Enemy,Green Day,Medium
Evening,Megamix,Alice Deejay,Medium
Afternoon,Can't Stop,Red Hot Chili Peppers,Low
Afternoon,Northern Star,RAM,Medium
Afternoon,Man On The Run,Dash Berlin,High
Afternoon,Argos,Eximinds,High
Afternoon,Invincible,Neolux,Medium
Afternoon,Call Me,plenka,Medium
Afternoon,Under Pressure,Darrell Story,Medium
Afternoon,Right Now,One Direction,Medium
Afternoon,Steal My Girl,One Direction,High
Afternoon,Perfect,One Direction,Medium
Afternoon,18,One Direction,Medium
Afternoon,Final Frontier,Thomas Bergersen,Medium
Afternoon,Dust To Dust,Constera,Low
Evening,Sparks,MEDUZA,Medium
Evening,Velocity,Neolux,Low
Evening,Dust To Dust,Constera,Low
Evening,Dark Room,Marie Vaunt,Medium
Evening,Hyperdrive,NIVIRO,Medium
Evening,Arthur's Theme (Best That You Can Do),Christopher Cross,Medium
Evening,Nothing's Gonna Change My Love for You,George Benson,Medium
Evening,Baby Can I Hold You,Tracy Chapman,Low
Evening,Right Here Waiting,Richard Marx,Low
Evening,Lost in Your Eyes,Debbie Gibson,High
Evening,The Power of Love,Jennifer Rush,Medium
Evening,Northern Star,RAM,Medium
Evening,Saving Light,Gareth Emery,Medium
Evening,Man On The Run,Dash Berlin,High
Night,Dust To Dust,Constera,Low
Night,Sk8er Boi,Avril Lavigne,High
Night,Fat Lip,Sum 41,Low
Night,Sweet Caroline,Dimitri Vegas & Like Mike,Medium
Night,Forever,EXO,Medium
Morning,In Your Eyes,The Weeknd,Medium
Morning,Faith,The Weeknd,High
Afternoon,Issues,Julia Michaels,Medium
Afternoon,Hyper Hyper,Scooter,High
Afternoon,Constellations,Scooter,Low
Afternoon,Groundhog Day,Scooter,High
Afternoon,Maria (I Like It Loud),Scooter,High
Afternoon,Berliner Luft,Scooter,Medium
Afternoon,Oi,Scooter,Medium
Afternoon,Nessaja,Scooter,High
Afternoon,4 AM,Scooter,Medium
Evening,Bada nakna,Samir & Viktor,Medium
Evening,Tattoo,Loreen,Medium
Evening,Baby Goodbye,E.M.D.,Low
Evening,Amazing,Danny Saucedo,Medium
Evening,La Dolce Vita,After Dark,Medium
Evening,Run To The Hills,Klara Hammarström,Low
Evening,Voices,Tusse,High
Evening,Lay Your Love On Me,BWO,Medium
Afternoon,Upside Down,A*Teens,Medium
Afternoon,Lay Your Love On Me,BWO,Medium
Afternoon,Guld och gröna skogar,Hasse Andersson,Medium
Afternoon,Voices,Tusse,High
Afternoon,Amazing,Danny Saucedo,Medium
Afternoon,Hero,Charlotte Perrelli,Medium
Afternoon,Busy Doin' Nothin',Ace Wilder,Medium
Afternoon,Run To The Hills,Klara Hammarström,Low
Afternoon,Tattoo,Loreen,Medium
Afternoon,You,Robin Stjernberg,High
Afternoon,Hold Me Closer,Cornelia Jakobs,Medium
Afternoon,Manboy,Eric Saade,Medium
Afternoon,Air,Marcus & Martinus,High
Afternoon,Kizunguzungu,SaRaha,Medium
Afternoon,Popular,Eric Saade,Low
Afternoon,Bada nakna,Samir & Viktor,Medium
Afternoon,Begging,Anton Ewald,Medium
Afternoon,La Dolce Vita,After Dark,Medium
Afternoon,Shout It Out,David Lindgren,High
Afternoon,Euphoria - Single Version,Loreen,Medium
Evening,I Will Follow You into the Dark,Death Cab for Cutie,High
Evening,Hold Me Closer,Cornelia Jakobs,Medium
Evening,Crazy in Love,Jill Johnson,Medium
Evening,Begging,Anton Ewald,Medium
Evening,In The Club,Danny Saucedo,Medium
Evening,Upside Down,A*Teens,Medium
Evening,Shout It Out,David Lindgren,High
Evening,Uptown Girl,Billy Joel,Medium
Evening,Never Say Goodbye,Bon Jovi,Medium
Evening,Hello,Lionel Richie,Medium
Evening,Tonight I Celebrate My Love,Peabo Bryson,Medium
Night,What A Feeling,Irene Cara,Medium
Night,Saving All My Love for You,Whitney Houston,Medium
Night,Arthur's Theme (Best That You Can Do),Christopher Cross,Medium
Night,You Win Again,Bee Gees,Medium
Night,One More Night - 2016 Remaster,Phil Collins,Medium
Night,Your Love Is King,Sade,Medium
Night,Eternal Flame,The Bangles,Medium
Night,Love Will Lead You Back,Taylor Dayne,High
Night,Baby Can I Hold You,Tracy Chapman,Low
Afternoon,Not A Sinner Nor A Saint,Alcazar,Medium
Afternoon,Everyday,Mendez,Low
Afternoon,Crazy in Love,Jill Johnson,Medium
Afternoon,Habibi,Dolly Style,Medium
Evening,Sing for Me,Andreas Johnson,Medium
Evening,Now I Know,Tennessee Tears,High
Evening,On My Way,Panetoz,Medium
Evening,Fuego,Eleni Foureira,Medium
Evening,Give Me Your Love,Fame,High
Morning,Basket Case,Green Day,Medium
Afternoon,Basket Case,Green Day,Medium
Evening,Everyday,Mendez,Low
Evening,My Number One,Helena Paparizou,Low
Evening,Sun Is Shining,Axwell /\ Ingrosso,Low
Night,Tricky Tricky,W&W,Medium
Afternoon,When I Come Around,Green Day,Medium
Afternoon,Fuego,Eleni Foureira,Medium
Evening,My Way,Tone Sekelius,Medium
Evening,Right Here Right Now (My Heart Belongs to You),Agnes,Medium
Night,Northern Star,RAM,Medium
Night,Saving Light,Gareth Emery,Medium
Night,Live Forever,Magnus Carlsson,Medium
Night,Sing for Me,Andreas Johnson,Medium
Night,Shout It Out,David Lindgren,High
Night,Now I Know,Tennessee Tears,High
Night,You,Robin Stjernberg,High
Night,Run To The Hills,Klara Hammarström,Low
Night,Kizunguzungu,SaRaha,Medium
Night,Never Let It Go,Afro-Dite,High
Night,Everyday,Mendez,Low
Night,My Number One,Helena Paparizou,Low
Night,Eloise,Arvingarna,Low
Night,Guld och gröna skogar,Hasse Andersson,Medium
Night,Fuego,Eleni Foureira,Medium
Night,Manboy,Eric Saade,Medium
Night,I'm Alive,Céline Dion,Low
Night,Queen of the Night - Radio Edit,Whitney Houston,Medium
Night,Ghost,Justin Bieber,High
Night,Demons,Imagine Dragons,Medium
Night,Infinity,Neolux,Low
Night,Ride With Me,ADAAM,High
Night,Take A Bow,Rihanna,Low
Night,Psycho (feat. Ty Dolla $ign),Post Malone,High
Night,God's Plan,Drake,Low
Morning,Jackie Chan,Tiësto,Low
Morning,World Renowned,D-Block & S-te-Fan,High
Morning,Work Bitch,Britney Spears,Medium
Morning,I Will Always Love You,Whitney Houston,Medium
Morning,Run,Leona Lewis,High
Morning,"My Heart Will Go On - Love Theme from ""Titanic""",Céline Dion,Medium
Morning,Don't Care,Refuzion,Low
Morning,Bring Me To Life,Da Tweekaz,High
Morning,Crash & Burn,Tweekacore,Low
Morning,Wondering Why,The Red Clay Strays,High
Morning,Domino,Jessie J,Medium
Morning,Complicated,Avril Lavigne,Low
Morning,If I Could Turn Back Time,Cher,Medium
Morning,Dust To Dust,Constera,Low
Morning,Demons,Imagine Dragons,Medium
Morning,Mad World,Timmy Trumpet,Medium
Evening,Queen of the Night - Radio Edit,Whitney Houston,Medium
Afternoon,Wherever You Will Go,The Calling,Medium
Afternoon,Chasing Cars,Snow Patrol,Medium
Afternoon,Breathless,The Corrs,Medium
Afternoon,When You Say Nothing At All,Ronan Keating,Low
Afternoon,Goodbye My Lover,James Blunt,Medium
Afternoon,Hero,Enrique Iglesias,Medium
Afternoon,Everytime,Britney Spears,High
Afternoon,Apologize,OneRepublic,Medium
Afternoon,Fix You,Coldplay,High
Afternoon,A Thousand Miles,Vanessa Carlton,High
Afternoon,You're Beautiful,James Blunt,Medium
Afternoon,Shape of My Heart,Backstreet Boys,Low
Afternoon,Love Story,Taylor Swift,Medium
Afternoon,I'm with You,Avril Lavigne,Medium
Afternoon,Halo,Beyoncé,Medium
Afternoon,You And Me,Lifehouse,High
Afternoon,If Tomorrow Never Comes,Ronan Keating,High
Afternoon,This Love,Maroon 5,Medium
Afternoon,I'm Yours,Jason Mraz,Medium
Afternoon,Beautiful Soul,Jesse McCartney,Low
Afternoon,When I Look At You,Miley Cyrus,Medium
Afternoon,Unfaithful,Rihanna,Medium
Afternoon,Just the Way You Are,Bruno Mars,Low
Afternoon,Superman (It's Not Easy),Five For Fighting,Medium
Afternoon,Better in Time,Leona Lewis,Low
Afternoon,Yellow,Coldplay,Medium
Afternoon,Somewhere Only We Know,Keane,High
Afternoon,If You're Not The One,Daniel Bedingfield,Low
Afternoon,Take A Bow,Rihanna,Low
Afternoon,The Scientist,Coldplay,Low
Afternoon,Make You Feel My Love,Adele,High
Afternoon,Out Of Reach,GABRIELLE,Medium
Afternoon,Your Body Is a Wonderland,John Mayer,Medium
Afternoon,No One,Alicia Keys,Medium
Afternoon,No Promises,Shayne Ward,Low
Afternoon,Won't Go Home Without You,Maroon 5,High
Afternoon,Home,Michael Bublé,High
Afternoon,Crush,David Archuleta,Medium
Afternoon,Somethin' Stupid,Robbie Williams,Medium
Afternoon,All or Nothing,O-Town,Medium
Afternoon,You Give Me Something,James Morrison,Medium
Afternoon,Half of My Heart,John Mayer,High
Afternoon,This I Promise You,*NSYNC,High
Afternoon,Lucky,Jason Mraz,Low
Afternoon,Because Of You,Ne-Yo,Medium
Afternoon,Thinking Of You,Katy Perry,High
Afternoon,Let Me Love You,Mario,Low
Evening,Hos dig är jag underbar,Patrik Isaksson,Medium
Evening,Live Forever,Magnus Carlsson,Medium
Evening,Not A Sinner Nor A Saint,Alcazar,Medium
Afternoon,SOS,ABBA,Medium
Afternoon,The Silence,Frida Green,Medium
Afternoon,Don't Stop,ATB,High
Afternoon,"thank u, next",Ariana Grande,Medium
Afternoon,Let You Love Me,Rita Ora,Medium
Evening,MMMBop,Hanson,Medium
Evening,It's Gonna Be Me,*NSYNC,High
Evening,All Night,The Vamps,High
Evening,Boyfriend,Big Time Rush,Medium
Evening,Patience,Take That,Medium
Evening,Truly Madly Deeply,Savage Garden,High
Evening,Tonight Tonight,Hot Chelle Rae,High
Evening,Glad You Came,The Wanted,Medium
Evening,Youngblood,5 Seconds of Summer,Medium
Evening,Classic,MKTO,High
Evening,I Want It That Way,Backstreet Boys,Medium
Evening,Story of My Life,One Direction,Medium
Evening,To the Moon & Back,Savage Garden,Medium
Evening,Where Do You Go,No Mercy,Medium
Evening,Keep On Movin',Five,Medium
Evening,All Rise,Blue,Medium
Evening,Best Song Ever,One Direction,Medium
Evening,Quit Playing Games (With My Heart),Backstreet Boys,Medium
Evening,Everybody Get Up - Radio Edit,Five,Medium
Evening,Burnin' Up,Jonas Brothers,Medium
Evening,Teeth,5 Seconds of Summer,Medium
Evening,Caught in the Middle,A1,Medium
Night,Step by Step,New Kids On The Block,Medium
Night,All About You,McFly,High
Night,Sucker,Jonas Brothers,High
Night,What Makes You Beautiful,One Direction,Medium
Night,Flying Without Wings,Westlife,Low
Night,All My Life,K-Ci & JoJo,Low
Night,Take on Me,A1,Medium
Night,End Of The Road,Boyz II Men,Low
Night,Dynamite,BTS,Medium
Night,S.O.S.,Jonas Brothers,High
Night,Swear It Again - Radio Edit,Westlife,Medium
Night,One Love,Blue,Medium
Night,Pop,*NSYNC,Medium
Night,Year 3000,Jonas Brothers,Medium
Night,Fool Again,Westlife,Low
Night,It's Alright - The Guvnor Mix,East 17,Medium
Night,8 Letters,Why Don't We,Low
Night,Butter,BTS,Medium
Night,Everybody in Love,JLS,Medium
Night,Freak Me,Another Level,Medium
Night,Back Here,BBMAK,Medium
Night,Summer Girls,LFO,Medium
Night,House of Love,East 17,High
Night,Where's The Love,Hanson,Medium
Night,Cool,Jonas Brothers,High
Night,Beat Again - Radio Edit,JLS,Medium
Night,All or Nothing,O-Town,Medium
Afternoon,Yeah! (feat. Lil Jon & Ludacris),USHER,Medium
Afternoon,Everytime We Touch,Cascada,High
Afternoon,U Remind Me,USHER,Medium
Afternoon,Break Your Heart,Taio Cruz,Medium
Afternoon,My Boo,USHER,Medium
Afternoon,Whataya Want from Me,Adam Lambert,High
Afternoon,So What,P!nk,Medium
Afternoon,U Got It Bad,USHER,Medium
Afternoon,Burn,USHER,Medium
Afternoon,Caught Up,USHER,High
Afternoon,Trading Places,USHER,Low
Evening,Yeah! (feat. Lil Jon & Ludacris),USHER,Medium
Evening,U Remind Me,USHER,Medium
Evening,Last Resort,Papa Roach,Medium
Evening,Chariot,Gavin DeGraw,Medium
Evening,Because of You,Kelly Clarkson,Medium
Evening,If I Were a Boy,Beyoncé,High
Evening,Fireflies,Owl City,Medium
Evening,How You Remind Me,Nickelback,High
Evening,Dancing in the Moonlight,Toploader,Medium
Evening,Love Song,Sara Bareilles,High
Evening,Wake Me up When September Ends,Green Day,Medium
Evening,How to Save a Life,The Fray,Medium
Afternoon,Teeny Weeny String Bikini,Günther,Medium
Afternoon,The King,The Playtones,High
Afternoon,I Love You,Céline Dion,Medium
Evening,First Date,blink-182,Medium
Evening,Wherever You Will Go,The Calling,Medium
Evening,Break Your Heart,Taio Cruz,Medium
Evening,I'll Stand by You,Pretenders,Medium
Evening,Goodbye My Lover,James Blunt,Medium
Evening,Fix You,Coldplay,High
Evening,Fire Burning,Sean Kingston,Low
Evening,All The Things She Said,t.A.T.u.,High
Evening,When You Say Nothing At All,Ronan Keating,Low
Evening,Numb,Linkin Park,Medium
Evening,American Idiot,Green Day,High
Evening,Sandstorm,Darude,Medium
Evening,L'Amour Toujours,Gigi D'Agostino,Medium
Evening,Hero,Enrique Iglesias,Medium
Evening,U Got It Bad,USHER,Medium
Evening,Everywhere,Michelle Branch,Medium
Evening,Whatcha Say,Jason Derulo,Low
Evening,My Immortal,Evanescence,Medium
Evening,Numb / Encore,JAY-Z,Medium
Evening,I Believe in a Thing Called Love,The Darkness,Medium
Evening,Boulevard of Broken Dreams,Green Day,Low
Evening,Push The Button,Sugababes,High
Evening,Whataya Want from Me,Adam Lambert,High
Evening,Please Don't Leave Me,P!nk,High
Evening,Girlfriend,Avril Lavigne,Medium
Evening,Where Is The Love?,Black Eyed Peas,Medium
Evening,Chasing Cars,Snow Patrol,Medium
Evening,My Boo,USHER,Medium
Evening,Best of You,Foo Fighters,High
Evening,I'm with You,Avril Lavigne,Medium
Evening,Bring Me To Life,Evanescence,High
Evening,Bleeding Love,Leona Lewis,High
Evening,The Reason,Hoobastank,Low
Evening,This Is The Life,Amy Macdonald,High
Evening,Use Somebody,Kings of Leon,Medium
Evening,Umbrella,Rihanna,Medium
Evening,Bulletproof,La Roux,Medium
Night,So What,P!nk,Medium
Night,Bad Romance,Lady Gaga,Medium
Night,Fix You,Coldplay,High
Night,"Hey, Soul Sister",Train,Medium
Night,Kryptonite,3 Doors Down,Medium
Night,Fire Burning,Sean Kingston,Low
Night,The Middle,Jimmy Eat World,High
Night,I Gotta Feeling,Black Eyed Peas,Medium
Night,I Don't Want to Be,Gavin DeGraw,Low
Night,You Found Me,The Fray,Medium
Night,All Rise,Blue,Medium
Night,Halo,Beyoncé,Medium
Night,L'Amour Toujours,Gigi D'Agostino,Medium
Night,Feel,Robbie Williams,High
Night,Disturbia,Rihanna,High
Night,Live Your Life,T.I.,Low
Night,Hung Up,Madonna,Medium
Night,Sober,P!nk,High
Evening,Here Without You,3 Doors Down,Medium
Evening,We Are Never Ever Getting Back Together,Taylor Swift,Low
Evening,Fuck You,Lily Allen,Low
Evening,Disturbia,Rihanna,High
Evening,Everytime,Britney Spears,High
Evening,Elevate,HUTS,Medium
Evening,El Mariachi,Henry Neeson,High
Evening,When I Come Around,Green Day,Medium
Evening,Release Me,Agnes,Medium
Evening,Neverending Story,Scooter,Medium
Evening,4 AM,Scooter,Medium
Evening,Nessaja,Scooter,High
Evening,Hyper Hyper,Scooter,High
Evening,Fire,Scooter,Medium
Evening,Boom Boom Pow,Black Eyed Peas,Medium
Evening,Low (feat. T-Pain),Flo Rida,Medium
Evening,Save Tonight,Eagle-Eye Cherry,Medium
Evening,Drops of Jupiter (Tell Me),Train,Low
Evening,Hold My Hand,Lady Gaga,High
Evening,Something Just Like This,The Chainsmokers,Medium
Evening,A Thousand Miles,Vanessa Carlton,High
Evening,Fight Song,Rachel Platten,High
Evening,Paradise,Coldplay,Low
Evening,What About Us,P!nk,Medium
Evening,Chandelier,Sia,Medium
Evening,Say Something,A Great Big World,High
Evening,Issues,Julia Michaels,Medium
Evening,Shallow - Radio Edit,Lady Gaga,Medium
Night,Be Alright,Dean Lewis,High
Night,I'm Yours,Jason Mraz,Medium
Night,Hold My Hand,Lady Gaga,High
Night,Something Just Like This,The Chainsmokers,Medium
Night,A Thousand Miles,Vanessa Carlton,High
Night,Say Something,A Great Big World,High
Night,Issues,Julia Michaels,Medium
Night,Shallow - Radio Edit,Lady Gaga,Medium
Night,Marry You,Bruno Mars,High
Night,Fast Car,Luke Combs,Medium
Night,Cannibals,BlackJack,High
Night,Johanna,Arvingarna,Medium
Night,I Do,Arvingarna,Medium
Evening,Electric,Melody Club,Medium
Evening,Cry for You,September,Medium
Evening,Kärleken väntar,kent,Medium
Evening,On and On,Agnes,Medium
Evening,Satellites,September,Medium
Night,Complicated,Avril Lavigne,Low
Evening,Unconditionally,Katy Perry,High
Evening,Ashes To Ashes,Anna Bergendahl,Medium
Evening,Manboy,Eric Saade,Medium
Evening,Never Let It Go,Afro-Dite,High
Evening,Kizunguzungu,SaRaha,Medium
Evening,You,Robin Stjernberg,High
Evening,Las Vegas,Martin Stenmarck,High
Afternoon,I'm Not Okay (I Promise),My Chemical Romance,High
Afternoon,Numb / Encore,JAY-Z,Medium
Afternoon,Please Don't Leave Me,P!nk,High
Afternoon,In Too Deep,Sum 41,Medium
Afternoon,Push The Button,Sugababes,High
Afternoon,How to Save a Life,The Fray,Medium
Afternoon,All Rise,Blue,Medium
Afternoon,In the End,Linkin Park,High
Afternoon,I Gotta Feeling,Black Eyed Peas,Medium
Afternoon,Dancing on My Own,Robyn,Medium
Afternoon,Cooler Than Me - Single Mix,Mike Posner,Medium
Afternoon,Low (feat. T-Pain),Flo Rida,Medium
Afternoon,Beautiful Day,U2,Medium
Afternoon,The Sweet Escape,Gwen Stefani,Medium
Afternoon,You Found Me,The Fray,Medium
Afternoon,Rockstar,Nickelback,High
Afternoon,Replay,Iyaz,Medium
Afternoon,Underneath Your Clothes,Shakira,High
Afternoon,Beautiful,Christina Aguilera,Medium
Afternoon,White Flag,Dido,High
Evening,Teenage Dirtbag,Wheatus,Medium
Evening,Life,E-Type,High
Evening,Alive,Da Buzz,Medium
Evening,What's In It For Me,Amy Diamond,Medium
Evening,Stay The Night,Alcazar,Low
Evening,Living in America,The Sounds,Medium
Evening,Losing You,Dead by April,Low
Evening,Shooting Star,Amy Diamond,High
Night,Caught in the Middle,A1,Medium
Night,When You're Gone,Avril Lavigne,Low
Morning,S.O.S.,Jonas Brothers,High
Morning,"It Must Have Been Love - From the Film ""Pretty Woman""",Roxette,Low
Morning,Cheek to Cheek,Sahara Hotnights,Medium
Morning,On and On,Agnes,Medium
Morning,Lay Your Love On Me,BWO,Medium
Morning,Natalie,Ola,Medium
Afternoon,Ride With Me,ADAAM,High
Morning,Ride With Me,ADAAM,High
Morning,Not Now,blink-182,Medium
Afternoon,Not Now,blink-182,Medium
Morning,Living in America,The Sounds,Medium
Afternoon,Cheek to Cheek,Sahara Hotnights,Medium
Afternoon,Alive,Da Buzz,Medium
Afternoon,Bimbo,Lambretta,High
Afternoon,Shooting Star,Amy Diamond,High
Afternoon,Dom andra,kent,Medium
Afternoon,On and On,Agnes,Medium
Afternoon,Kärleken väntar,kent,Medium
Afternoon,FF,kent,Medium
Afternoon,Living in America,The Sounds,Medium
Afternoon,Satellites,September,Medium
Morning,Grand Hotel,Barbados,Low
Night,Demons,NIVIRO,Medium
Night,Hold Me Closer,Cornelia Jakobs,Medium
Night,Waterloo,ABBA,Medium
Night,Fairytale,Alexander Rybak,Medium
Morning,Demons,NIVIRO,Medium
Afternoon,Stay The Night,Alcazar,Low
Afternoon,Life,E-Type,High
Afternoon,Drift,Monstercat,High
Afternoon,Skip,Sebastian Ingrosso,Medium
Afternoon,Underwater,DubVision,Medium
Afternoon,Just A Kid,Timmy Trumpet,Medium
Afternoon,Temporary High,Brennan Heart,High
Afternoon,Hope and Glory,Måns Zelmerlöw,Medium
Afternoon,Mayhem,Lorentz & Sakarias,High
Afternoon,Baby Goodbye,E.M.D.,Low
Afternoon,What's In It For Me,Amy Diamond,Medium
Evening,you broke me first,Tate McRae,Medium
Evening,Bubbly,Colbie Caillat,Medium
Night,Black Eyes,Bradley Cooper,Medium
Night,La Vie En Rose,Lady Gaga,Medium
Night,Out Of Time,Bradley Cooper,Low
Night,Alibi,Bradley Cooper,Medium
Night,Heal Me,Lady Gaga,Medium
Night,Look What I Found,Lady Gaga,Medium
Night,I Don't Know What Love Is,Lady Gaga,Medium
Night,Too Far Gone,Bradley Cooper,Medium
Morning,Black Eyes,Bradley Cooper,Medium
Morning,La Vie En Rose,Lady Gaga,Medium
Afternoon,Pretty,Robin Stjernberg,High
Afternoon,Better,Takida,Medium
Evening,Painted By Numbers,The Sounds,High
Evening,La Belle Epoque,kent,High
Evening,What About Me?,Takida,Medium
Evening,FF,kent,Medium
Evening,Smile,Benjamin Ingrosso,High
Evening,Valhalla,Ringnes-Ronny,High
Evening,Hold You,Hanna Ferm,Low
Evening,What's The Point,Darin,Medium
Evening,Het,Björn Rosenström,Medium
Evening,Pretty,Robin Stjernberg,High
Evening,Better,Takida,Medium
Evening,Good Time,Owl City,Medium
Evening,Shut Up!,Simple Plan,Medium
Evening,Pompeii,Bastille,Low
Night,Iris,The Goo Goo Dolls,Medium
Night,Face Down,The Red Jumpsuit Apparatus,High
Night,The Reason,Hoobastank,Low
Morning,Just A Kid,Timmy Trumpet,Medium
Afternoon,"Whenever, Wherever",Shakira,Medium
Afternoon,Hung Up,Madonna,Medium
Afternoon,Use Somebody,Kings of Leon,Medium
Afternoon,Dancing in the Moonlight,Toploader,Medium
Afternoon,Where Is The Love?,Black Eyed Peas,Medium
Afternoon,Teenage Dirtbag,Wheatus,Medium
Afternoon,Best of You,Foo Fighters,High
Afternoon,Home,Edward Sharpe & The Magnetic Zeros,High
Afternoon,TiK ToK,Kesha,Medium
Afternoon,The Climb,Miley Cyrus,Medium
Afternoon,Viva La Vida,Coldplay,Medium
Afternoon,Kryptonite,3 Doors Down,Medium
Afternoon,Don't Care,Refuzion,Low
Afternoon,Parallel Universe,Tweekacore,Medium
Afternoon,Without You,Refuzion,Medium
Evening,Unwritten,Natasha Bedingfield,Medium
Evening,Bailamos,Enrique Iglesias,Medium
Evening,Bailemos,Lorenzo Santamaría,Medium
Evening,Reggaetón Lento (Remix),CNCO,Medium
Night,Reggaetón Lento (Remix),CNCO,Medium
Morning,Violence,blink-182,Medium
Morning,Snooze,SZA,Medium
Morning,Purple Rain,Prince,Medium
Morning,Special,Charlotte Sands,Medium
Afternoon,Naked,James Arthur,Medium
Afternoon,Bubbly,Colbie Caillat,Medium
Afternoon,"I Don't Want to Miss a Thing - From ""Armageddon"" Soundtrack",Aerosmith,Medium
Afternoon,Sun Comes Up,Refuzion,Medium
Afternoon,One And Only,Sickmode,High
Afternoon,Coming Home,Envine,Medium
Afternoon,Houdini,Dua Lipa,High
Afternoon,Reggaetón Lento (Remix),CNCO,Medium
Afternoon,Love Me or Leave Me,Little Mix,Medium
Afternoon,Wasabi,Little Mix,Medium
Afternoon,Oops (feat. Charlie Puth),Little Mix,Medium
Morning,Dead!,My Chemical Romance,Medium
Morning,Cannonball,Avril Lavigne,Medium
Morning,When We Were Young,Adele,High
Morning,I Won't Give Up,Jason Mraz,High
Morning,Bulletproof,La Roux,Medium
Morning,Don't You Want Me,Timmy Trumpet,Medium
Morning,Already Gone,Sleeping At Last,Medium
Morning,Oracle,Timmy Trumpet,Medium
Morning,Girlfriend,Avril Lavigne,Medium
Morning,The Anthem,Good Charlotte,Medium
Morning,Weightless,All Time Low,Medium
Morning,Country Roads,Atmozfears,Medium
Morning,Weekends,Jonas Blue,High
Morning,In Da Club,50 Cent,High
Morning,Without Me,Eminem,Medium
Morning,Where Is The Love?,Black Eyed Peas,Medium
Morning,Motherlover,The Lonely Island,High
Morning,Victorious,Psyko Punkz,Medium
Morning,Lay Low,Tiësto,High
Evening,Ugly Heart,G.R.L.,Medium
Evening,Wake Me Up,Avicii,Low
Evening,Geronimo,Sheppard,Low
Evening,Castle on the Hill,Ed Sheeran,Medium
Evening,Dance with Me Tonight,Olly Murs,Medium
Evening,Time of Our Lives,Pitbull,Medium
Evening,Head & Heart (feat. MNEK),Joel Corry,Medium
Evening,No Money,Galantis,Medium
Evening,I Like It,Enrique Iglesias,Medium
Evening,Post Malone (feat. RANI),Sam Feldt,Medium
Evening,King,Olly Alexander (Years & Years),Medium
Evening,Bittersweet Symphony,GAMPER & DADONI,Medium
Evening,My Head & My Heart,Ava Max,Medium
Evening,Hold Me Closer,Elton John,Medium
Evening,One Last Time,Ariana Grande,Medium
Evening,Rockabye (feat. Sean Paul & Anne-Marie),Clean Bandit,Medium
Evening,Womanizer,Britney Spears,High
Evening,Celestial,Ed Sheeran,Medium
Evening,Lullaby,R3HAB,Low
Evening,Wrapped Up (feat. Travie McCoy),Olly Murs,Medium
Evening,My Way,Calvin Harris,Medium
Evening,Mama,Jonas Blue,Medium
Afternoon,Post Malone (feat. RANI),Sam Feldt,Medium
Afternoon,Sorry,Justin Bieber,Medium
Afternoon,Beautiful Things,Benson Boone,Medium
Evening,Maria (I Like It Loud),Scooter,High
Evening,Melody,Sigala,Medium
Evening,All Night,Girls' Generation,High
Evening,SING,My Chemical Romance,Medium
Evening,Rookie,Red Velvet,Medium
Evening,You Know What They Do to Guys Like Us in Prison,My Chemical Romance,High
Evening,Thank You for the Venom,My Chemical Romance,Medium
Evening,I Don't Love You,My Chemical Romance,Medium
Evening,Heartache,Top Cats,Medium
Evening,Rosalita,Barbados,Medium
Evening,The King,The Playtones,High
Evening,Basket Case,Top Cats,Medium
Evening,"Corrine, Corrina",BlackJack,Low
Evening,Johanna,Arvingarna,Medium
Evening,Guardian Angel,Wahlströms,Low
Evening,Dammit,blink-182,Medium
